text,BIO_anno,class
天天打电话有点烦。招商,O O O O O O O B-COMMENTS_ADJ O B-BANK I-BANK,0
你这种考虑多头授信的银行咋弄，上海银行地方性银行，申请这个干嘛,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O,2
确实很菜的卡,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT,0
征信花不要紧，只要不是碰小贷，只要不是负债高,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ,2
记住建行临时额度不要用就完了,O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
我昨天申请的，没有打电话，今天显示初审通过了，还不知道结果。但愿是我满意的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
怎的买理财就不行了？50万3个月存活期，亏的不少呢,O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
挺快的了，我是8月底下的卡，今年51提的。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT O O O O O O O O,2
我也0322网点申请的，2个小时就通过了，额度12k，卡号也发了当天我就绑定微信开始用了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O,2
1.首先网上找一张孝心白卡面，贴到word文档。,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
存100个砖才给10k？不给100k说不过去呀，建行不会这么小气吧,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O,2
我不会放心，我要把卡给注销了,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
钱数这么整齐，你在考验银行智商吗？,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
明天我就要去激活顺德农商了,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
账单日不是还款日吗？？,B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O,2
支付宝网商贷呢？,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
不算，没分期就黑了。,O O O O B-PRODUCT I-PRODUCT O O O O,2
欠了多少,O O O O,2
中信圆梦金最低年化4.56，交通账单分期最低年化2,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
我靠，四大最耐撸，不不，天朝最耐撸的中行也这样了吗？,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,0
明确方案只是开始，老哥还要执行自己定下的方案，按照方案来，重要的是忍住手不申卡，坛子里特别是一些放水的帖子慎重对待。提前祝老哥半年后顺利...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
年利率5.68%，是不是比较高了，还有请教下各位老哥老姐，如果,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
这个我还不太确定，因为没有日期，是不是要拉比较详细的，还要实体店面,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,2
见过别人每个月0消费都能提,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
申请下来了吗？我申请被拒了，好像得有优抚基金会的惠军卡才能申请浦发的惠军卡,O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-BANK I-BANK O O O O,2
对我来说有点，申中行前最低的招商都4万5，这还给个更低,O O O O O O O O B-BANK I-BANK O O O O B-BANK I-BANK O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
没有2.5倍也照常提额的,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
应该是不管共不共享，只能2选一，不能下2个吧,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
我也网上玩时时彩。。看来我要小心了,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我也是，昨晚凌晨申请的，不过9.30前会发短信。,O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
刚办完，没有车险的话，悦享版免，豪享版不免,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
尊享写成尊亨……不过疑惑的是为什么号码会是95588，可能是骗子,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
你需要U盾才能用蓉E借，因为不在身边可以直接手动申请,O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O,2
意思激活了25k？,O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
你申请贷款所在地农行电话，或者打95599,O O O B-PRODUCT I-PRODUCT O O O B-BANK I-BANK O O O O O O O O O O O,2
看来是刚性扣减，我也是六行20多万，直接不提额了现在,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
走无卡通道申请二卡，多搞点卡,O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O,2
啥记仇不记仇的??要是资质好??哪家银行都争着抢着要客户说白了还是自己不值钱??跟找工作一个道理我认为拒就一个原因自己不够幼稚??...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
星爷。我不是在协商分期付款，而是在等电话。,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
不，银行理财经理介绍的基金都要谨慎哦,O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
那些说刷卡消费时爽，还款时候痛苦的网友，这不是招商银行信用卡的锅，这是整个信用卡的特征！如果不能克制自己的消费欲望，那么可以考虑不办信用卡，而不是埋怨信用卡给自己带来痛苦。,O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
有空在这发帖干嘛不去找招商小妹说清楚情况,O O O O O O O O O O O B-BANK I-BANK O O O O O O O,0
居然还有担保费，见识了,O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O,2
看银行要求，一般会需要你结清负债，如果只有这2万的话，可能也不管,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
有管理费没有？浦发的的卡,O O O O O O O B-BANK I-BANK O O B-PRODUCT,2
刷了三十万多，也没说不让我刷啊，交通还不错,O O O O O O O O O O O O O O O O B-BANK I-BANK O O O,1
我今天刚下的普卡，首卡，直接给了两万，早知道直接申金的了,O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
我也是。临时限制和固定限制都是14k，这是提的什么额度,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
快递卡？信用卡都是邮政快递吧,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
去网点申请，直接就给你批了。别网申啊，兴业就是,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O,2
还在申请进件中，希望可以通过,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
建行APP申请的，没有登录也没有建行账户，支付白银联单标，我看某个帖子说的可以申请单标的支付白就试了试,B-BANK I-BANK O O O O O O O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
白金哪个行给我六万多的额度真的立马注销。伤害不大，侮辱性极强。,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
你这操作就叫做不知好歹，不先掂量下自己的资质。,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2
民生香白银联有分吗,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
销户半年或者一年，等完全销户以后，算是首卡。大妈家的销户，是提出申请以后的一年才算正式销卡销户。,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O,2
办下来都是菜卡，卡多不好养！请问中信刷卡姿势？谢谢,O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
我也是今天刚好看到可以输密码查询融e借，出现这个了。明天去柜台查询办理,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
我都不配摸吧这玩意，太贵了,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我想知道为什么我选择借出后不能进行下一步,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
不是取钱，我是去柜台解封，要到开户行才能解封,O O O O O O O O O O O O O O O O O O O O O O,2
羡慕有白金,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
我是当地卡部电话分期，说分期后可以人工调整综合评分，等一到三个月信息更新后可以调额,O O O O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
确定，之前用过，还打电话给我索要，我说过几天给，然后没后续了，银行坑不坑,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
等一般提一下，一年前才提,O O O O O O O O O O O O,2
转战其他行吧，工商银行吧,O O O O O O O B-BANK I-BANK I-BANK I-BANK O,2
临时额度到期后，主动点击提额有可能会提固定，只能说是有可能,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
我刚开始3.67，现在是4.26.宽限期30天，招行，参考,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O,2
中国银行II卡，不审批很正常,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
主要是看看卡号如何??合适就升级成一类卡??原卡降级,O O O O O O O O O O O O O O O O O O O O O O O O O O,2
支付宝搜邮政银行的公众号吗？？,B-PRODUCT I-PRODUCT I-PRODUCT O B-BANK I-BANK I-BANK I-BANK O O O O O O O,2
我的建行在建快10年了，现在才3万多?,O O B-BANK I-BANK O O O O O O O O O O O O O O O,2
哈哈，看标题就很想进来看看，都想知道怎么提额的，哈哈哈,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
无界卡没有卡,B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
有房产的话，用你的房产去进件提额。,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
等短信。一般有座机很快就批了，额度也不会低,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ,2
银行其实都差不多，信贷的话8里左右，不过4月1号利息可能会上调，具体的还没确定,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
我只有首次绑卡交易收到了那个0元验证,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,2
尽量支付宝，和招商走得近，财付通忘了拿资格就没分,O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-BANK I-BANK O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
怎么看星级，工行银行的,O O O O O O B-BANK I-BANK O O O,2
快申请实体卡恭喜,O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ,1
临额比固定高，申请才有可能通过是这个意思吗:o,B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,2
同样的审核持续了两天,O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
云闪付呀，秒还，为什么用支付宝,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
额度多少哈？想申请高点的，不是说5W起下么？,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
我的推荐额度是出来了，还有右下方融e借额度也出来了。还是拒绝了。无语。。。。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ O O O O O O O O O,2
悠然白时间长,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ,2
根据您的用卡记录，我行将为您尾号2755的信用卡主动降低信用额度至10000元（人民币）。编辑短信esh回复至95588下载工银信用卡官方APP“工银e生活”，了解更多信用卡资讯...,O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
那届奥运会卡白,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT,2
建行给了临时先试试能不能提固定，最简单的方式就是短信提额,B-BANK I-BANK O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
秀儿，你这太优秀了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
刚做了一个分期，想试试。,O O O O O B-PRODUCT I-PRODUCT O O O O O,2
等你消息，我的交通银行沃尔玛卡已经批啦,O O O O O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,1
私行，钻石，白金，金卡可以让理财经理挑(但是最多也就是3A/4A连号)，普卡也是可以让理财帮忙挑，而且现在10连9连都不用想了，就说定制卡，9连沃德应该是可以(因为卡号数字...,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我也是，积分不能用了,O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
估计不影响，我去年办的工行房贷，办理之前首付还差点，就用了中信的新快现，分了12期，贷款也过了,O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O O O,1
老哥不要想不开，七万块钱就去死你让人家欠款百万的老哥怎么办，我也和你欠款差不多，我也慢慢还款中,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
2??3年第一次??从来没有提过额度,O O O O O O O O O O O O O O O O O O,2
客户有网贷基本不批，近期有逾期基本不批,O O O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
毕竟宇宙第一行，连续9年蝉联榜首了吧，还是很牛的,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
先下卡，管它是审批还是贷后,O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
今天在加油站用applepay支付，半天也没付成，干脆刷卡了，然后开宝箱开出来10块小额免密的红包，改天试试吧,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O,2
"复旦大学支行有，但是不太肯办,好难哦",O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
电话跟银行谈,O O O O O O,2
差不多算首卡把，以前注销过，有一年多了,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
工商银行信用卡申请难度并不算高，不管是信用卡小白还是信用卡黑户,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N,2
七只小动物，每年的流量费就要几百块。而且小动物多不代表好，都是个人机器，大部分都没有积分。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
鼎力支持身边的人注销兴业银行信用卡,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT,0
我忘了?????我会问银行，打工行的客服问问吧,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2
我不太懂这个，我销了很多行，我单位只允许有5行卡,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT,2
很简单分辨，你不要看这个短信，直接用工商银行正规的app查询，或是打客服电话查询！这样就可以分辨真假了...,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
多谢了，那我的招行信用卡也快到了,O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
招行还是支付宝最稳，动物都没他靠谱，天书太牛逼了,B-BANK I-BANK O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
应该问题不大，续卡又不是办卡。我也是外省了，最快的两年后交通到期。,O O O O O O O O B-PRODUCT O O O O B-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O,2
代发好像要收5%的手续费还是多少,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
这是民生,O O B-BANK I-BANK,2
中信每秒合作拒绝,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
我额度6000以上邀请5万，要刷15万，要存刷14.4w,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O,2
新户礼都是虚的，你不可能只刷一次卡吧？,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O O O O O O O O,0
我刚好1万额度，这个白金卡我看了论坛这么久最低也是1万额度，降级批卡就是你申请了白金卡，由于资质不达标给你批了金卡，或者申请了金卡给你降级批了普卡。你这个应该是...,O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
